delivery_id,origin,destination,distance_km,delivery_time_hours,vehicle_type,cargo_weight_kg
DEL01823,Unknown,Unknown,0,0,Truck,0
DEL01824,Unknown,Unknown,0,0,Truck,0
DEL01825,Unknown,Unknown,0,0,Truck,0
DEL01826,Unknown,Unknown,0,0,Truck,0
DEL01827,Unknown,Unknown,0,0,Truck,0
DEL01828,Unknown,Unknown,0,0,Truck,0
DEL01829,Unknown,Unknown,0,0,Truck,0
DEL01830,Unknown,Unknown,0,0,Truck,0
DEL01831,Unknown,Unknown,0,0,Truck,0
DEL01832,Unknown,Unknown,0,0,Truck,0
DEL01833,Unknown,Unknown,0,0,Truck,0
DEL01834,Unknown,Unknown,0,0,Truck,0
DEL01835,Unknown,Unknown,0,0,Truck,0
DEL01836,Unknown,Unknown,0,0,Truck,0
DEL01837,Unknown,Unknown,0,0,Truck,0
DEL01838,Unknown,Unknown,0,0,Truck,0
DEL01839,Unknown,Unknown,0,0,Truck,0
DEL01840,Unknown,Unknown,0,0,Truck,0
DEL01841,Unknown,Unknown,0,0,Truck,0
DEL01842,Unknown,Unknown,0,0,Truck,0
DEL01843,Unknown,Unknown,0,0,Truck,0
DEL01844,Unknown,Unknown,0,0,Truck,0
DEL01845,Unknown,Unknown,0,0,Truck,0
DEL01846,Unknown,Unknown,0,0,Truck,0
DEL01847,Unknown,Unknown,0,0,Truck,0
DEL01848,Unknown,Unknown,0,0,Truck,0
DEL01849,Unknown,Unknown,0,0,Truck,0
DEL01850,Unknown,Unknown,0,0,Truck,0
DEL01851,Unknown,Unknown,0,0,Truck,0
DEL01852,Unknown,Unknown,0,0,Truck,0
DEL01853,Unknown,Unknown,0,0,Truck,0
DEL01854,Unknown,Unknown,0,0,Truck,0
DEL01855,Unknown,Unknown,0,0,Truck,0
DEL01856,Unknown,Unknown,0,0,Truck,0
DEL01857,Unknown,Unknown,0,0,Truck,0
DEL01858,Unknown,Unknown,0,0,Truck,0
DEL01859,Unknown,Unknown,0,0,Truck,0
DEL01860,Unknown,Unknown,0,0,Truck,0
DEL01861,Unknown,Unknown,0,0,Truck,0
DEL01862,Unknown,Unknown,0,0,Truck,0
DEL01863,Unknown,Unknown,0,0,Truck,0
DEL01864,Unknown,Unknown,0,0,Truck,0
DEL01865,Unknown,Unknown,0,0,Truck,0
DEL01866,Unknown,Unknown,0,0,Truck,0
DEL01867,Unknown,Unknown,0,0,Truck,0
DEL01868,Unknown,Unknown,0,0,Truck,0
DEL01869,Unknown,Unknown,0,0,Truck,0
DEL01870,Unknown,Unknown,0,0,Truck,0
DEL01871,Unknown,Unknown,0,0,Truck,0
DEL01872,Unknown,Unknown,0,0,Truck,0
DEL01873,Unknown,Unknown,0,0,Truck,0
DEL01874,Unknown,Unknown,0,0,Truck,0
DEL01875,Unknown,Unknown,0,0,Truck,0
DEL01876,Unknown,Unknown,0,0,Truck,0
DEL01877,Unknown,Unknown,0,0,Truck,0
DEL01878,Unknown,Unknown,0,0,Truck,0
DEL01879,Unknown,Unknown,0,0,Truck,0
DEL01880,Unknown,Unknown,0,0,Truck,0
DEL01881,Unknown,Unknown,0,0,Truck,0
DEL01882,Unknown,Unknown,0,0,Truck,0
DEL01883,Unknown,Unknown,0,0,Truck,0
DEL01884,Unknown,Unknown,0,0,Truck,0
DEL01885,Unknown,Unknown,0,0,Truck,0
DEL01886,Unknown,Unknown,0,0,Truck,0
DEL01887,Unknown,Unknown,0,0,Truck,0
DEL01888,Unknown,Unknown,0,0,Truck,0
DEL01889,Unknown,Unknown,0,0,Truck,0
DEL01890,Unknown,Unknown,0,0,Truck,0
DEL01891,Unknown,Unknown,0,0,Truck,0
DEL01892,Unknown,Unknown,0,0,Truck,0
DEL01893,Unknown,Unknown,0,0,Truck,0
DEL01894,Unknown,Unknown,0,0,Truck,0
DEL01895,Unknown,Unknown,0,0,Truck,0
DEL01896,Unknown,Unknown,0,0,Truck,0
DEL01897,Unknown,Unknown,0,0,Truck,0
DEL01898,Unknown,Unknown,0,0,Truck,0
DEL01899,Unknown,Unknown,0,0,Truck,0
DEL01900,Unknown,Unknown,0,0,Truck,0
DEL01901,Unknown,Unknown,0,0,Truck,0
DEL01902,Unknown,Unknown,0,0,Truck,0
DEL01903,Unknown,Unknown,0,0,Truck,0
DEL01904,Unknown,Unknown,0,0,Truck,0
DEL01905,Unknown,Unknown,0,0,Truck,0
DEL01906,Unknown,Unknown,0,0,Truck,0
DEL01907,Unknown,Unknown,0,0,Truck,0
DEL01908,Unknown,Unknown,0,0,Truck,0
DEL01909,Unknown,Unknown,0,0,Truck,0
DEL01910,Unknown,Unknown,0,0,Truck,0
DEL01911,Unknown,Unknown,0,0,Truck,0
DEL01912,Unknown,Unknown,0,0,Truck,0
DEL01913,Unknown,Unknown,0,0,Truck,0
DEL01914,Unknown,Unknown,0,0,Truck,0
DEL01915,Unknown,Unknown,0,0,Truck,0
DEL01916,Unknown,Unknown,0,0,Truck,0
DEL01917,Unknown,Unknown,0,0,Truck,0
DEL01918,Unknown,Unknown,0,0,Truck,0
DEL01919,Unknown,Unknown,0,0,Truck,0
DEL01920,Unknown,Unknown,0,0,Truck,0
DEL01921,Unknown,Unknown,0,0,Truck,0
DEL01922,Unknown,Unknown,0,0,Truck,0
DEL01923,Unknown,Unknown,0,0,Truck,0
DEL01924,Unknown,Unknown,0,0,Truck,0
DEL01925,Unknown,Unknown,0,0,Truck,0
DEL01926,Unknown,Unknown,0,0,Truck,0
DEL01927,Unknown,Unknown,0,0,Truck,0
DEL01928,Unknown,Unknown,0,0,Truck,0
DEL01929,Unknown,Unknown,0,0,Truck,0
DEL01930,Unknown,Unknown,0,0,Truck,0
DEL01931,Unknown,Unknown,0,0,Truck,0
DEL01932,Unknown,Unknown,0,0,Truck,0
DEL01933,Unknown,Unknown,0,0,Truck,0
DEL01934,Unknown,Unknown,0,0,Truck,0
DEL01935,Unknown,Unknown,0,0,Truck,0
DEL01936,Unknown,Unknown,0,0,Truck,0
DEL01937,Unknown,Unknown,0,0,Truck,0
DEL01938,Unknown,Unknown,0,0,Truck,0
DEL01939,Unknown,Unknown,0,0,Truck,0
DEL01940,Unknown,Unknown,0,0,Truck,0
DEL01941,Unknown,Unknown,0,0,Truck,0
DEL01942,Unknown,Unknown,0,0,Truck,0
DEL01943,Unknown,Unknown,0,0,Truck,0
DEL01944,Unknown,Unknown,0,0,Truck,0
DEL01945,Unknown,Unknown,0,0,Truck,0
DEL01946,Unknown,Unknown,0,0,Truck,0
DEL01947,Unknown,Unknown,0,0,Truck,0
DEL01948,Unknown,Unknown,0,0,Truck,0
DEL01949,Unknown,Unknown,0,0,Truck,0
DEL01950,Unknown,Unknown,0,0,Truck,0
DEL01951,Unknown,Unknown,0,0,Truck,0
DEL01952,Unknown,Unknown,0,0,Truck,0
DEL01953,Unknown,Unknown,0,0,Truck,0
DEL01954,Unknown,Unknown,0,0,Truck,0
DEL01955,Unknown,Unknown,0,0,Truck,0
DEL01956,Unknown,Unknown,0,0,Truck,0
DEL01957,Unknown,Unknown,0,0,Truck,0
DEL01958,Unknown,Unknown,0,0,Truck,0
DEL01959,Unknown,Unknown,0,0,Truck,0
DEL01960,Unknown,Unknown,0,0,Truck,0
DEL01961,Unknown,Unknown,0,0,Truck,0
DEL01962,Unknown,Unknown,0,0,Truck,0
DEL01963,Unknown,Unknown,0,0,Truck,0
DEL01964,Unknown,Unknown,0,0,Truck,0
DEL01965,Unknown,Unknown,0,0,Truck,0
DEL01966,Unknown,Unknown,0,0,Truck,0
DEL01967,Unknown,Unknown,0,0,Truck,0
DEL01968,Unknown,Unknown,0,0,Truck,0
DEL01969,Unknown,Unknown,0,0,Truck,0
DEL01970,Unknown,Unknown,0,0,Truck,0
DEL01971,Unknown,Unknown,0,0,Truck,0
DEL01972,Unknown,Unknown,0,0,Truck,0
DEL01973,Unknown,Unknown,0,0,Truck,0
DEL01974,Unknown,Unknown,0,0,Truck,0
DEL01975,Unknown,Unknown,0,0,Truck,0
DEL01976,Unknown,Unknown,0,0,Truck,0
DEL01977,Unknown,Unknown,0,0,Truck,0
DEL01978,Unknown,Unknown,0,0,Truck,0
DEL01979,Unknown,Unknown,0,0,Truck,0
DEL01980,Unknown,Unknown,0,0,Truck,0
DEL01981,Unknown,Unknown,0,0,Truck,0
DEL01982,Unknown,Unknown,0,0,Truck,0
DEL01983,Unknown,Unknown,0,0,Truck,0
DEL01984,Unknown,Unknown,0,0,Truck,0
DEL01985,Unknown,Unknown,0,0,Truck,0
DEL01986,Unknown,Unknown,0,0,Truck,0
DEL01987,Unknown,Unknown,0,0,Truck,0
DEL01988,Unknown,Unknown,0,0,Truck,0
DEL01989,Unknown,Unknown,0,0,Truck,0
DEL01990,Unknown,Unknown,0,0,Truck,0
DEL01991,Unknown,Unknown,0,0,Truck,0
DEL01992,Unknown,Unknown,0,0,Truck,0
DEL01993,Unknown,Unknown,0,0,Truck,0
DEL01994,Unknown,Unknown,0,0,Truck,0
DEL01995,Unknown,Unknown,0,0,Truck,0
DEL01996,Unknown,Unknown,0,0,Truck,0
DEL01997,Unknown,Unknown,0,0,Truck,0
DEL01998,Unknown,Unknown,0,0,Truck,0
DEL01999,Unknown,Unknown,0,0,Truck,0
DEL02000,Unknown,Unknown,0,0,Truck,0
DEL02001,Unknown,Unknown,0,0,Truck,0
DEL02002,Unknown,Unknown,0,0,Truck,0
DEL02003,Unknown,Unknown,0,0,Truck,0
DEL02004,Unknown,Unknown,0,0,Truck,0
DEL02005,Unknown,Unknown,0,0,Truck,0
DEL02006,Unknown,Unknown,0,0,Truck,0
DEL02007,Unknown,Unknown,0,0,Truck,0
DEL02008,Unknown,Unknown,0,0,Truck,0
DEL02009,Unknown,Unknown,0,0,Truck,0
DEL02010,Unknown,Unknown,0,0,Truck,0
DEL02011,Unknown,Unknown,0,0,Truck,0
DEL02012,Unknown,Unknown,0,0,Truck,0
DEL02013,Unknown,Unknown,0,0,Truck,0
DEL02014,Unknown,Unknown,0,0,Truck,0
DEL02015,Unknown,Unknown,0,0,Truck,0
DEL02016,Unknown,Unknown,0,0,Truck,0
DEL02017,Unknown,Unknown,0,0,Truck,0
DEL02018,Unknown,Unknown,0,0,Truck,0
DEL02019,Unknown,Unknown,0,0,Truck,0
DEL02020,Unknown,Unknown,0,0,Truck,0
DEL02021,Unknown,Unknown,0,0,Truck,0
DEL02022,Unknown,Unknown,0,0,Truck,0
DEL02023,Unknown,Unknown,0,0,Truck,0
DEL02024,Unknown,Unknown,0,0,Truck,0
DEL02025,Unknown,Unknown,0,0,Truck,0
DEL02026,Unknown,Unknown,0,0,Truck,0
DEL02027,Unknown,Unknown,0,0,Truck,0
DEL02028,Unknown,Unknown,0,0,Truck,0
DEL02029,Unknown,Unknown,0,0,Truck,0
DEL02030,Unknown,Unknown,0,0,Truck,0
DEL02031,Unknown,Unknown,0,0,Truck,0
DEL02032,Unknown,Unknown,0,0,Truck,0
DEL02033,Unknown,Unknown,0,0,Truck,0
DEL02034,Unknown,Unknown,0,0,Truck,0
DEL02035,Unknown,Unknown,0,0,Truck,0
DEL02036,Unknown,Unknown,0,0,Truck,0
DEL02037,Unknown,Unknown,0,0,Truck,0
DEL02038,Unknown,Unknown,0,0,Truck,0
DEL02039,Unknown,Unknown,0,0,Truck,0
DEL02040,Unknown,Unknown,0,0,Truck,0
DEL02041,Unknown,Unknown,0,0,Truck,0
DEL02042,Unknown,Unknown,0,0,Truck,0
DEL02043,Unknown,Unknown,0,0,Truck,0
DEL02044,Unknown,Unknown,0,0,Truck,0
DEL02045,Unknown,Unknown,0,0,Truck,0
DEL02046,Unknown,Unknown,0,0,Truck,0
DEL02047,Unknown,Unknown,0,0,Truck,0
DEL02048,Unknown,Unknown,0,0,Truck,0
DEL02049,Unknown,Unknown,0,0,Truck,0
DEL02050,Unknown,Unknown,0,0,Truck,0
DEL02051,Unknown,Unknown,0,0,Truck,0
DEL02052,Unknown,Unknown,0,0,Truck,0
DEL02053,Unknown,Unknown,0,0,Truck,0
DEL02054,Unknown,Unknown,0,0,Truck,0
DEL02055,Unknown,Unknown,0,0,Truck,0
DEL02056,Unknown,Unknown,0,0,Truck,0
DEL02057,Unknown,Unknown,0,0,Truck,0
DEL02058,Unknown,Unknown,0,0,Truck,0
DEL02059,Unknown,Unknown,0,0,Truck,0
DEL02060,Unknown,Unknown,0,0,Truck,0
DEL02061,Unknown,Unknown,0,0,Truck,0
DEL02062,Unknown,Unknown,0,0,Truck,0
DEL02063,Unknown,Unknown,0,0,Truck,0
DEL02064,Unknown,Unknown,0,0,Truck,0
DEL02065,Unknown,Unknown,0,0,Truck,0
DEL02066,Unknown,Unknown,0,0,Truck,0
DEL02067,Unknown,Unknown,0,0,Truck,0
DEL02068,Unknown,Unknown,0,0,Truck,0
DEL02069,Unknown,Unknown,0,0,Truck,0
DEL02070,Unknown,Unknown,0,0,Truck,0
DEL02071,Unknown,Unknown,0,0,Truck,0
DEL02072,Unknown,Unknown,0,0,Truck,0
DEL02073,Unknown,Unknown,0,0,Truck,0
DEL02074,Unknown,Unknown,0,0,Truck,0
DEL02075,Unknown,Unknown,0,0,Truck,0
DEL02076,Unknown,Unknown,0,0,Truck,0
DEL02077,Unknown,Unknown,0,0,Truck,0
DEL02078,Unknown,Unknown,0,0,Truck,0
DEL02079,Unknown,Unknown,0,0,Truck,0
DEL02080,Unknown,Unknown,0,0,Truck,0
DEL02081,Unknown,Unknown,0,0,Truck,0
DEL02082,Unknown,Unknown,0,0,Truck,0
DEL02083,Unknown,Unknown,0,0,Truck,0
DEL02084,Unknown,Unknown,0,0,Truck,0
DEL02085,Unknown,Unknown,0,0,Truck,0
DEL02086,Unknown,Unknown,0,0,Truck,0
DEL02087,Unknown,Unknown,0,0,Truck,0
DEL02088,Unknown,Unknown,0,0,Truck,0
DEL02089,Unknown,Unknown,0,0,Truck,0
DEL02090,Unknown,Unknown,0,0,Truck,0
DEL02091,Unknown,Unknown,0,0,Truck,0
DEL02092,Unknown,Unknown,0,0,Truck,0
DEL02093,Unknown,Unknown,0,0,Truck,0
DEL02094,Unknown,Unknown,0,0,Truck,0
DEL02095,Unknown,Unknown,0,0,Truck,0
DEL02096,Unknown,Unknown,0,0,Truck,0
DEL02097,Unknown,Unknown,0,0,Truck,0
DEL02098,Unknown,Unknown,0,0,Truck,0
DEL02099,Unknown,Unknown,0,0,Truck,0
DEL02100,Unknown,Unknown,0,0,Truck,0
DEL02101,Unknown,Unknown,0,0,Truck,0
DEL02102,Unknown,Unknown,0,0,Truck,0
DEL02103,Unknown,Unknown,0,0,Truck,0
DEL02104,Unknown,Unknown,0,0,Truck,0
DEL02105,Unknown,Unknown,0,0,Truck,0
DEL02106,Unknown,Unknown,0,0,Truck,0
DEL02107,Unknown,Unknown,0,0,Truck,0
DEL02108,Unknown,Unknown,0,0,Truck,0
DEL02109,Unknown,Unknown,0,0,Truck,0
DEL02110,Unknown,Unknown,0,0,Truck,0
DEL02111,Unknown,Unknown,0,0,Truck,0
DEL02112,Unknown,Unknown,0,0,Truck,0
DEL02113,Unknown,Unknown,0,0,Truck,0
DEL02114,Unknown,Unknown,0,0,Truck,0
DEL02115,Unknown,Unknown,0,0,Truck,0
DEL02116,Unknown,Unknown,0,0,Truck,0
DEL02117,Unknown,Unknown,0,0,Truck,0
DEL02118,Unknown,Unknown,0,0,Truck,0
DEL02119,Unknown,Unknown,0,0,Truck,0
DEL02120,Unknown,Unknown,0,0,Truck,0
DEL02121,Unknown,Unknown,0,0,Truck,0
DEL02122,Unknown,Unknown,0,0,Truck,0
DEL02123,Unknown,Unknown,0,0,Truck,0
DEL02124,Unknown,Unknown,0,0,Truck,0
DEL02125,Unknown,Unknown,0,0,Truck,0
DEL02126,Unknown,Unknown,0,0,Truck,0
DEL02127,Unknown,Unknown,0,0,Truck,0
DEL02128,Unknown,Unknown,0,0,Truck,0
DEL02129,Unknown,Unknown,0,0,Truck,0
DEL02130,Unknown,Unknown,0,0,Truck,0
DEL02131,Unknown,Unknown,0,0,Truck,0
DEL02132,Unknown,Unknown,0,0,Truck,0
DEL02133,Unknown,Unknown,0,0,Truck,0
DEL02134,Unknown,Unknown,0,0,Truck,0
DEL02135,Unknown,Unknown,0,0,Truck,0
DEL02136,Unknown,Unknown,0,0,Truck,0
DEL02137,Unknown,Unknown,0,0,Truck,0
DEL02138,Unknown,Unknown,0,0,Truck,0
DEL02139,Unknown,Unknown,0,0,Truck,0
DEL02140,Unknown,Unknown,0,0,Truck,0
DEL02141,Unknown,Unknown,0,0,Truck,0
DEL02142,Unknown,Unknown,0,0,Truck,0
DEL02143,Unknown,Unknown,0,0,Truck,0
DEL02144,Unknown,Unknown,0,0,Truck,0
DEL02145,Unknown,Unknown,0,0,Truck,0
DEL02146,Unknown,Unknown,0,0,Truck,0
DEL02147,Unknown,Unknown,0,0,Truck,0
DEL02148,Unknown,Unknown,0,0,Truck,0
DEL02149,Unknown,Unknown,0,0,Truck,0
DEL02150,Unknown,Unknown,0,0,Truck,0
DEL02151,Unknown,Unknown,0,0,Truck,0
DEL02152,Unknown,Unknown,0,0,Truck,0
DEL02153,Unknown,Unknown,0,0,Truck,0
DEL02154,Unknown,Unknown,0,0,Truck,0
DEL02155,Unknown,Unknown,0,0,Truck,0
DEL02156,Unknown,Unknown,0,0,Truck,0
DEL02157,Unknown,Unknown,0,0,Truck,0
DEL02158,Unknown,Unknown,0,0,Truck,0
DEL02159,Unknown,Unknown,0,0,Truck,0
DEL02160,Unknown,Unknown,0,0,Truck,0
DEL02161,Unknown,Unknown,0,0,Truck,0
DEL02162,Unknown,Unknown,0,0,Truck,0
DEL02163,Unknown,Unknown,0,0,Truck,0
DEL02164,Unknown,Unknown,0,0,Truck,0
DEL02165,Unknown,Unknown,0,0,Truck,0
DEL02166,Unknown,Unknown,0,0,Truck,0
DEL02167,Unknown,Unknown,0,0,Truck,0
DEL02168,Unknown,Unknown,0,0,Truck,0
DEL02169,Unknown,Unknown,0,0,Truck,0
DEL02170,Unknown,Unknown,0,0,Truck,0
DEL02171,Unknown,Unknown,0,0,Truck,0
DEL02172,Unknown,Unknown,0,0,Truck,0
DEL02173,Unknown,Unknown,0,0,Truck,0
DEL02174,Unknown,Unknown,0,0,Truck,0
DEL02175,Unknown,Unknown,0,0,Truck,0
DEL02176,Unknown,Unknown,0,0,Truck,0
DEL02177,Unknown,Unknown,0,0,Truck,0
DEL02178,Unknown,Unknown,0,0,Truck,0
DEL02179,Unknown,Unknown,0,0,Truck,0
DEL02180,Unknown,Unknown,0,0,Truck,0
DEL02181,Unknown,Unknown,0,0,Truck,0
DEL02182,Unknown,Unknown,0,0,Truck,0
DEL02183,Unknown,Unknown,0,0,Truck,0
DEL02184,Unknown,Unknown,0,0,Truck,0
DEL02185,Unknown,Unknown,0,0,Truck,0
DEL02186,Unknown,Unknown,0,0,Truck,0
DEL02187,Unknown,Unknown,0,0,Truck,0
DEL02188,Unknown,Unknown,0,0,Truck,0
DEL02189,Unknown,Unknown,0,0,Truck,0
DEL02190,Unknown,Unknown,0,0,Truck,0
DEL02191,Unknown,Unknown,0,0,Truck,0
DEL02192,Unknown,Unknown,0,0,Truck,0
DEL02193,Unknown,Unknown,0,0,Truck,0
DEL02194,Unknown,Unknown,0,0,Truck,0
DEL02195,Unknown,Unknown,0,0,Truck,0
DEL02196,Unknown,Unknown,0,0,Truck,0
DEL02197,Unknown,Unknown,0,0,Truck,0
DEL02198,Unknown,Unknown,0,0,Truck,0
DEL02199,Unknown,Unknown,0,0,Truck,0
DEL02200,Unknown,Unknown,0,0,Truck,0
DEL02201,Unknown,Unknown,0,0,Truck,0
DEL02202,Unknown,Unknown,0,0,Truck,0
DEL02203,Unknown,Unknown,0,0,Truck,0
DEL02204,Unknown,Unknown,0,0,Truck,0
DEL02205,Unknown,Unknown,0,0,Truck,0
DEL02206,Unknown,Unknown,0,0,Truck,0
DEL02207,Unknown,Unknown,0,0,Truck,0
DEL02208,Unknown,Unknown,0,0,Truck,0
DEL02209,Unknown,Unknown,0,0,Truck,0
DEL02210,Unknown,Unknown,0,0,Truck,0
DEL02211,Unknown,Unknown,0,0,Truck,0
DEL02212,Unknown,Unknown,0,0,Truck,0
DEL02213,Unknown,Unknown,0,0,Truck,0
DEL02214,Unknown,Unknown,0,0,Truck,0
DEL02215,Unknown,Unknown,0,0,Truck,0
DEL02216,Unknown,Unknown,0,0,Truck,0
DEL02217,Unknown,Unknown,0,0,Truck,0
DEL02218,Unknown,Unknown,0,0,Truck,0
DEL02219,Unknown,Unknown,0,0,Truck,0
DEL02220,Unknown,Unknown,0,0,Truck,0
DEL02221,Unknown,Unknown,0,0,Truck,0
DEL02222,Unknown,Unknown,0,0,Truck,0
DEL02223,Unknown,Unknown,0,0,Truck,0
DEL02224,Unknown,Unknown,0,0,Truck,0
DEL02225,Unknown,Unknown,0,0,Truck,0
DEL02226,Unknown,Unknown,0,0,Truck,0
DEL02227,Unknown,Unknown,0,0,Truck,0
DEL02228,Unknown,Unknown,0,0,Truck,0
DEL02229,Unknown,Unknown,0,0,Truck,0
DEL02230,Unknown,Unknown,0,0,Truck,0
DEL02231,Unknown,Unknown,0,0,Truck,0
DEL02232,Unknown,Unknown,0,0,Truck,0
DEL02233,Unknown,Unknown,0,0,Truck,0
DEL02234,Unknown,Unknown,0,0,Truck,0
DEL02235,Unknown,Unknown,0,0,Truck,0
DEL02236,Unknown,Unknown,0,0,Truck,0
DEL02237,Unknown,Unknown,0,0,Truck,0
DEL02238,Unknown,Unknown,0,0,Truck,0
DEL02239,Unknown,Unknown,0,0,Truck,0
DEL02240,Unknown,Unknown,0,0,Truck,0
DEL02241,Unknown,Unknown,0,0,Truck,0
DEL02242,Unknown,Unknown,0,0,Truck,0
DEL02243,Unknown,Unknown,0,0,Truck,0
DEL02244,Unknown,Unknown,0,0,Truck,0
DEL02245,Unknown,Unknown,0,0,Truck,0
DEL02246,Unknown,Unknown,0,0,Truck,0
DEL02247,Unknown,Unknown,0,0,Truck,0
DEL02248,Unknown,Unknown,0,0,Truck,0
DEL02249,Unknown,Unknown,0,0,Truck,0
DEL02250,Unknown,Unknown,0,0,Truck,0
DEL02251,Unknown,Unknown,0,0,Truck,0
DEL02252,Unknown,Unknown,0,0,Truck,0
DEL02253,Unknown,Unknown,0,0,Truck,0
DEL02254,Unknown,Unknown,0,0,Truck,0
DEL02255,Unknown,Unknown,0,0,Truck,0
DEL02256,Unknown,Unknown,0,0,Truck,0
DEL02257,Unknown,Unknown,0,0,Truck,0
DEL02258,Unknown,Unknown,0,0,Truck,0
DEL02259,Unknown,Unknown,0,0,Truck,0
DEL02260,Unknown,Unknown,0,0,Truck,0
DEL02261,Unknown,Unknown,0,0,Truck,0
DEL02262,Unknown,Unknown,0,0,Truck,0
DEL02263,Unknown,Unknown,0,0,Truck,0
DEL02264,Unknown,Unknown,0,0,Truck,0
DEL02265,Unknown,Unknown,0,0,Truck,0
DEL02266,Unknown,Unknown,0,0,Truck,0
DEL02267,Unknown,Unknown,0,0,Truck,0
DEL02268,Unknown,Unknown,0,0,Truck,0
DEL02269,Unknown,Unknown,0,0,Truck,0
DEL02270,Unknown,Unknown,0,0,Truck,0
DEL02271,Unknown,Unknown,0,0,Truck,0
DEL02272,Unknown,Unknown,0,0,Truck,0
DEL02273,Unknown,Unknown,0,0,Truck,0
DEL02274,Unknown,Unknown,0,0,Truck,0
DEL02275,Unknown,Unknown,0,0,Truck,0
DEL02276,Unknown,Unknown,0,0,Truck,0
DEL02277,Unknown,Unknown,0,0,Truck,0
DEL02278,Unknown,Unknown,0,0,Truck,0
DEL02279,Unknown,Unknown,0,0,Truck,0
DEL02280,Unknown,Unknown,0,0,Truck,0
DEL02281,Unknown,Unknown,0,0,Truck,0
DEL02282,Unknown,Unknown,0,0,Truck,0
DEL02283,Unknown,Unknown,0,0,Truck,0
DEL02284,Unknown,Unknown,0,0,Truck,0
DEL02285,Unknown,Unknown,0,0,Truck,0
DEL02286,Unknown,Unknown,0,0,Truck,0
DEL02287,Unknown,Unknown,0,0,Truck,0
DEL02288,Unknown,Unknown,0,0,Truck,0
DEL02289,Unknown,Unknown,0,0,Truck,0
DEL02290,Unknown,Unknown,0,0,Truck,0
DEL02291,Unknown,Unknown,0,0,Truck,0
DEL02292,Unknown,Unknown,0,0,Truck,0
DEL02293,Unknown,Unknown,0,0,Truck,0
DEL02294,Unknown,Unknown,0,0,Truck,0
DEL02295,Unknown,Unknown,0,0,Truck,0
DEL02296,Unknown,Unknown,0,0,Truck,0
DEL02297,Unknown,Unknown,0,0,Truck,0
DEL02298,Unknown,Unknown,0,0,Truck,0
DEL02299,Unknown,Unknown,0,0,Truck,0
DEL02300,Unknown,Unknown,0,0,Truck,0
DEL02301,Unknown,Unknown,0,0,Truck,0
DEL02302,Unknown,Unknown,0,0,Truck,0
DEL02303,Unknown,Unknown,0,0,Truck,0
DEL02304,Unknown,Unknown,0,0,Truck,0
DEL02305,Unknown,Unknown,0,0,Truck,0
DEL02306,Unknown,Unknown,0,0,Truck,0
DEL02307,Unknown,Unknown,0,0,Truck,0
DEL02308,Unknown,Unknown,0,0,Truck,0
DEL02309,Unknown,Unknown,0,0,Truck,0
DEL02310,Unknown,Unknown,0,0,Truck,0
DEL02311,Unknown,Unknown,0,0,Truck,0
DEL02312,Unknown,Unknown,0,0,Truck,0
DEL02313,Unknown,Unknown,0,0,Truck,0
DEL02314,Unknown,Unknown,0,0,Truck,0
DEL02315,Unknown,Unknown,0,0,Truck,0
DEL02316,Unknown,Unknown,0,0,Truck,0
DEL02317,Unknown,Unknown,0,0,Truck,0
DEL02318,Unknown,Unknown,0,0,Truck,0
DEL02319,Unknown,Unknown,0,0,Truck,0
DEL02320,Unknown,Unknown,0,0,Truck,0
DEL02321,Unknown,Unknown,0,0,Truck,0
DEL02322,Unknown,Unknown,0,0,Truck,0
DEL02323,Unknown,Unknown,0,0,Truck,0
DEL02324,Unknown,Unknown,0,0,Truck,0
DEL02325,Unknown,Unknown,0,0,Truck,0
DEL02326,Unknown,Unknown,0,0,Truck,0
DEL02327,Unknown,Unknown,0,0,Truck,0
DEL02328,Unknown,Unknown,0,0,Truck,0
DEL02329,Unknown,Unknown,0,0,Truck,0
DEL02330,Unknown,Unknown,0,0,Truck,0
DEL02331,Unknown,Unknown,0,0,Truck,0
DEL02332,Unknown,Unknown,0,0,Truck,0
DEL02333,Unknown,Unknown,0,0,Truck,0
DEL02334,Unknown,Unknown,0,0,Truck,0
DEL02335,Unknown,Unknown,0,0,Truck,0
DEL02336,Unknown,Unknown,0,0,Truck,0
DEL02337,Unknown,Unknown,0,0,Truck,0
DEL02338,Unknown,Unknown,0,0,Truck,0
DEL02339,Unknown,Unknown,0,0,Truck,0
DEL02340,Unknown,Unknown,0,0,Truck,0
DEL02341,Unknown,Unknown,0,0,Truck,0
DEL02342,Unknown,Unknown,0,0,Truck,0
DEL02343,Unknown,Unknown,0,0,Truck,0
DEL02344,Unknown,Unknown,0,0,Truck,0
DEL02345,Unknown,Unknown,0,0,Truck,0
DEL02346,Unknown,Unknown,0,0,Truck,0
DEL02347,Unknown,Unknown,0,0,Truck,0
DEL02348,Unknown,Unknown,0,0,Truck,0
DEL02349,Unknown,Unknown,0,0,Truck,0
DEL02350,Unknown,Unknown,0,0,Truck,0
DEL02351,Unknown,Unknown,0,0,Truck,0
DEL02352,Unknown,Unknown,0,0,Truck,0
DEL02353,Unknown,Unknown,0,0,Truck,0
DEL02354,Unknown,Unknown,0,0,Truck,0
DEL02355,Unknown,Unknown,0,0,Truck,0
DEL02356,Unknown,Unknown,0,0,Truck,0
DEL02357,Unknown,Unknown,0,0,Truck,0
DEL02358,Unknown,Unknown,0,0,Truck,0
